epoc (ms),timestamp (+0100),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667849062761,2022-11-07T20.24.22.761,54.281,-0.244,0.305,0.366
1667849062780,2022-11-07T20.24.22.780,54.300,-0.244,0.305,0.366
1667849062801,2022-11-07T20.24.22.801,54.321,-0.305,0.305,0.366
1667849062820,2022-11-07T20.24.22.820,54.340,-0.244,0.305,0.305
1667849062840,2022-11-07T20.24.22.840,54.360,-0.183,0.305,0.305
1667849062859,2022-11-07T20.24.22.859,54.379,-0.244,0.244,0.366
1667849062880,2022-11-07T20.24.22.880,54.400,-0.244,0.244,0.305
1667849062899,2022-11-07T20.24.22.899,54.419,-0.244,0.183,0.366
1667849062919,2022-11-07T20.24.22.919,54.439,-0.244,0.244,0.366
1667849062940,2022-11-07T20.24.22.940,54.460,-0.305,0.305,0.366
1667849062959,2022-11-07T20.24.22.959,54.479,-0.244,0.305,0.427
1667849062979,2022-11-07T20.24.22.979,54.499,-0.122,0.366,0.427
1667849062998,2022-11-07T20.24.22.998,54.518,-0.244,0.244,0.366
1667849063019,2022-11-07T20.24.23.019,54.539,-0.305,0.244,0.427
1667849063038,2022-11-07T20.24.23.038,54.558,-0.366,0.244,0.366
1667849063058,2022-11-07T20.24.23.058,54.578,-0.305,0.244,0.366
1667849063077,2022-11-07T20.24.23.077,54.597,-0.244,0.244,0.366
1667849063098,2022-11-07T20.24.23.098,54.618,-0.183,0.244,0.305
1667849063119,2022-11-07T20.24.23.119,54.639,-0.244,0.305,0.305
1667849063138,2022-11-07T20.24.23.138,54.658,-0.244,0.305,0.366
1667849063158,2022-11-07T20.24.23.158,54.678,-0.305,0.305,0.366
1667849063177,2022-11-07T20.24.23.177,54.697,-0.366,0.305,0.427
1667849063198,2022-11-07T20.24.23.198,54.718,-0.305,0.305,0.366
1667849063217,2022-11-07T20.24.23.217,54.737,-0.305,0.244,0.305
1667849063237,2022-11-07T20.24.23.237,54.757,-0.305,0.305,0.427
1667849063256,2022-11-07T20.24.23.256,54.776,-0.244,0.244,0.366
1667849063277,2022-11-07T20.24.23.277,54.797,-0.305,0.305,0.366
1667849063297,2022-11-07T20.24.23.297,54.817,-0.244,0.305,0.366
1667849063316,2022-11-07T20.24.23.316,54.836,-0.305,0.305,0.366
1667849063337,2022-11-07T20.24.23.337,54.857,-0.244,0.305,0.305
1667849063356,2022-11-07T20.24.23.356,54.876,-0.244,0.244,0.366
1667849063376,2022-11-07T20.24.23.376,54.896,-0.305,0.305,0.366
1667849063395,2022-11-07T20.24.23.395,54.915,-0.305,0.305,0.366
1667849063416,2022-11-07T20.24.23.416,54.936,-0.244,0.305,0.366
1667849063435,2022-11-07T20.24.23.435,54.955,-0.305,0.305,0.366
1667849063455,2022-11-07T20.24.23.455,54.975,-0.305,0.244,0.366
1667849063476,2022-11-07T20.24.23.476,54.996,-0.244,0.305,0.305
1667849063495,2022-11-07T20.24.23.495,55.015,-0.244,0.305,0.305
1667849063515,2022-11-07T20.24.23.515,55.035,-0.305,0.244,0.305
1667849063535,2022-11-07T20.24.23.535,55.055,-0.183,0.305,0.305
1667849063555,2022-11-07T20.24.23.555,55.075,-0.244,0.305,0.305
1667849063574,2022-11-07T20.24.23.574,55.094,-0.244,0.366,0.366
1667849063595,2022-11-07T20.24.23.595,55.115,-0.244,0.305,0.305
1667849063614,2022-11-07T20.24.23.614,55.134,-0.244,0.305,0.366
1667849063634,2022-11-07T20.24.23.634,55.154,-0.305,0.305,0.366
1667849063655,2022-11-07T20.24.23.655,55.175,-0.305,0.244,0.366
1667849063674,2022-11-07T20.24.23.674,55.194,-0.305,0.305,0.305
1667849063694,2022-11-07T20.24.23.694,55.214,-0.244,0.244,0.305
1667849063713,2022-11-07T20.24.23.713,55.233,-0.244,0.244,0.427
1667849063734,2022-11-07T20.24.23.734,55.254,-0.305,0.244,0.366
1667849063753,2022-11-07T20.24.23.753,55.273,-0.305,0.244,0.366
1667849063773,2022-11-07T20.24.23.773,55.293,-0.244,0.305,0.366
1667849063792,2022-11-07T20.24.23.792,55.312,-0.244,0.305,0.366
1667849063813,2022-11-07T20.24.23.813,55.333,-0.244,0.305,0.427
1667849063833,2022-11-07T20.24.23.833,55.353,-0.305,0.305,0.366
1667849063852,2022-11-07T20.24.23.852,55.372,-0.305,0.305,0.305
1667849063873,2022-11-07T20.24.23.873,55.393,-0.244,0.305,0.305
1667849063892,2022-11-07T20.24.23.892,55.412,-0.305,0.244,0.366
1667849063912,2022-11-07T20.24.23.912,55.432,-0.244,0.244,0.366
1667849063932,2022-11-07T20.24.23.932,55.452,-0.244,0.244,0.366
1667849063952,2022-11-07T20.24.23.952,55.472,-0.244,0.244,0.366
1667849063971,2022-11-07T20.24.23.971,55.491,-0.183,0.244,0.366
1667849063992,2022-11-07T20.24.23.992,55.512,-0.122,0.244,0.366
1667849064012,2022-11-07T20.24.24.012,55.532,-0.183,0.305,0.244
1667849064031,2022-11-07T20.24.24.031,55.551,-0.244,0.366,0.305
1667849064052,2022-11-07T20.24.24.052,55.572,-0.305,0.305,0.366
1667849064071,2022-11-07T20.24.24.071,55.591,-0.305,0.305,0.366
1667849064091,2022-11-07T20.24.24.091,55.611,-0.244,0.305,0.366
1667849064110,2022-11-07T20.24.24.110,55.630,-0.305,0.305,0.305
1667849064131,2022-11-07T20.24.24.131,55.651,-0.305,0.244,0.305
1667849064150,2022-11-07T20.24.24.150,55.670,-0.305,0.244,0.366
1667849064170,2022-11-07T20.24.24.170,55.690,-0.183,0.305,0.366
1667849064191,2022-11-07T20.24.24.191,55.711,-0.244,0.244,0.427
1667849064210,2022-11-07T20.24.24.210,55.730,-0.305,0.244,0.366
1667849064230,2022-11-07T20.24.24.230,55.750,-0.305,0.366,0.366
1667849064249,2022-11-07T20.24.24.249,55.769,-0.305,0.244,0.366
1667849064270,2022-11-07T20.24.24.270,55.790,-0.244,0.305,0.366
1667849064289,2022-11-07T20.24.24.289,55.809,-0.183,0.305,0.366
1667849064309,2022-11-07T20.24.24.309,55.829,-0.244,0.305,0.305
1667849064328,2022-11-07T20.24.24.328,55.848,-0.244,0.305,0.366
1667849064349,2022-11-07T20.24.24.349,55.869,-0.305,0.244,0.427
1667849064369,2022-11-07T20.24.24.369,55.889,-0.244,0.305,0.366
1667849064389,2022-11-07T20.24.24.389,55.909,-0.244,0.244,0.366
1667849064409,2022-11-07T20.24.24.409,55.929,-0.244,0.244,0.366
1667849064428,2022-11-07T20.24.24.428,55.948,-0.305,0.305,0.244
1667849064449,2022-11-07T20.24.24.449,55.969,-0.305,0.305,0.366
1667849064468,2022-11-07T20.24.24.468,55.988,-0.305,0.244,0.366
1667849064488,2022-11-07T20.24.24.488,56.008,-0.183,0.305,0.427
1667849064507,2022-11-07T20.24.24.507,56.027,-0.244,0.244,0.366
1667849064528,2022-11-07T20.24.24.528,56.048,-0.183,0.366,0.305
1667849064548,2022-11-07T20.24.24.548,56.068,-0.244,0.244,0.366
1667849064567,2022-11-07T20.24.24.567,56.087,-0.244,0.305,0.427
1667849064588,2022-11-07T20.24.24.588,56.108,-0.244,0.244,0.305
1667849064607,2022-11-07T20.24.24.607,56.127,-0.244,0.305,0.366
1667849064627,2022-11-07T20.24.24.627,56.147,-0.244,0.305,0.427
1667849064646,2022-11-07T20.24.24.646,56.166,-0.305,0.244,0.366
1667849064667,2022-11-07T20.24.24.667,56.187,-0.183,0.244,0.305
1667849064686,2022-11-07T20.24.24.686,56.206,-0.244,0.305,0.305
1667849064706,2022-11-07T20.24.24.706,56.226,-0.305,0.305,0.366
1667849064727,2022-11-07T20.24.24.727,56.247,-0.183,0.366,0.366
1667849064746,2022-11-07T20.24.24.746,56.266,-0.244,0.305,0.366
1667849064766,2022-11-07T20.24.24.766,56.286,-0.183,0.305,0.366
1667849064786,2022-11-07T20.24.24.786,56.306,-0.305,0.244,0.366
1667849064806,2022-11-07T20.24.24.806,56.326,-0.305,0.244,0.366
1667849064825,2022-11-07T20.24.24.825,56.345,-0.244,0.244,0.366
1667849064846,2022-11-07T20.24.24.846,56.366,-0.244,0.244,0.366
1667849064865,2022-11-07T20.24.24.865,56.385,-0.244,0.183,0.366
1667849064885,2022-11-07T20.24.24.885,56.405,-0.244,0.244,0.366
1667849064906,2022-11-07T20.24.24.906,56.426,-0.305,0.305,0.366
1667849064925,2022-11-07T20.24.24.925,56.445,-0.244,0.244,0.427
1667849064945,2022-11-07T20.24.24.945,56.465,-0.183,0.244,0.366
1667849064964,2022-11-07T20.24.24.964,56.484,-0.183,0.305,0.366
1667849064985,2022-11-07T20.24.24.985,56.505,-0.183,0.244,0.427
1667849065004,2022-11-07T20.24.25.004,56.524,-0.183,0.305,0.366
1667849065024,2022-11-07T20.24.25.024,56.544,-0.244,0.244,0.305
1667849065043,2022-11-07T20.24.25.043,56.563,-0.244,0.244,0.366
1667849065064,2022-11-07T20.24.25.064,56.584,-0.183,0.305,0.366
1667849065084,2022-11-07T20.24.25.084,56.604,-0.305,0.305,0.366
1667849065103,2022-11-07T20.24.25.103,56.623,-0.305,0.244,0.366
1667849065124,2022-11-07T20.24.25.124,56.644,-0.244,0.244,0.427
1667849065143,2022-11-07T20.24.25.143,56.663,-0.305,0.305,0.427
1667849065163,2022-11-07T20.24.25.163,56.683,-0.305,0.244,0.305
1667849065182,2022-11-07T20.24.25.182,56.702,-0.244,0.305,0.305
1667849065203,2022-11-07T20.24.25.203,56.723,-0.244,0.305,0.366
1667849065222,2022-11-07T20.24.25.222,56.742,-0.244,0.305,0.427
1667849065243,2022-11-07T20.24.25.243,56.763,-0.244,0.244,0.305
1667849065263,2022-11-07T20.24.25.263,56.783,-0.183,0.305,0.366
1667849065282,2022-11-07T20.24.25.282,56.802,-0.244,0.305,0.427
1667849065303,2022-11-07T20.24.25.303,56.823,-0.244,0.305,0.366
1667849065322,2022-11-07T20.24.25.322,56.842,-0.244,0.305,0.366
1667849065342,2022-11-07T20.24.25.342,56.862,-0.305,0.305,0.305
1667849065361,2022-11-07T20.24.25.361,56.881,-0.305,0.244,0.305
1667849065382,2022-11-07T20.24.25.382,56.902,-0.244,0.305,0.366
1667849065401,2022-11-07T20.24.25.401,56.921,-0.305,0.244,0.366
1667849065421,2022-11-07T20.24.25.421,56.941,-0.244,0.244,0.305
1667849065442,2022-11-07T20.24.25.442,56.962,-0.244,0.305,0.305
1667849065461,2022-11-07T20.24.25.461,56.981,-0.244,0.305,0.366
1667849065481,2022-11-07T20.24.25.481,57.001,-0.244,0.305,0.366
1667849065500,2022-11-07T20.24.25.500,57.020,-0.244,0.244,0.366
1667849065521,2022-11-07T20.24.25.521,57.041,-0.305,0.244,0.366
1667849065540,2022-11-07T20.24.25.540,57.060,-0.305,0.305,0.366
1667849065560,2022-11-07T20.24.25.560,57.080,-0.244,0.366,0.366
1667849065579,2022-11-07T20.24.25.579,57.099,-0.244,0.366,0.366
1667849065600,2022-11-07T20.24.25.600,57.120,-0.244,0.305,0.366
1667849065620,2022-11-07T20.24.25.620,57.140,-0.244,0.305,0.366
1667849065640,2022-11-07T20.24.25.640,57.160,-0.244,0.305,0.366
1667849065660,2022-11-07T20.24.25.660,57.180,-0.305,0.305,0.305
1667849065679,2022-11-07T20.24.25.679,57.199,-0.244,0.244,0.366
1667849065700,2022-11-07T20.24.25.700,57.220,-0.244,0.244,0.366
1667849065719,2022-11-07T20.24.25.719,57.239,-0.305,0.244,0.366
1667849065739,2022-11-07T20.24.25.739,57.259,-0.244,0.244,0.305
1667849065758,2022-11-07T20.24.25.758,57.278,-0.305,0.305,0.305
1667849065779,2022-11-07T20.24.25.779,57.299,-0.305,0.305,0.366
1667849065799,2022-11-07T20.24.25.799,57.319,-0.305,0.244,0.305
1667849065818,2022-11-07T20.24.25.818,57.338,-0.305,0.244,0.366
1667849065839,2022-11-07T20.24.25.839,57.359,-0.183,0.305,0.366
1667849065858,2022-11-07T20.24.25.858,57.378,-0.244,0.305,0.366
1667849065878,2022-11-07T20.24.25.878,57.398,-0.244,0.305,0.366
1667849065897,2022-11-07T20.24.25.897,57.417,-0.244,0.305,0.366
1667849065918,2022-11-07T20.24.25.918,57.438,-0.244,0.244,0.366
1667849065937,2022-11-07T20.24.25.937,57.457,-0.244,0.244,0.366
1667849065957,2022-11-07T20.24.25.957,57.477,-0.305,0.305,0.366
1667849065978,2022-11-07T20.24.25.978,57.498,-0.366,0.366,0.366
1667849065997,2022-11-07T20.24.25.997,57.517,-0.244,0.305,0.366
1667849066017,2022-11-07T20.24.26.017,57.537,-0.183,0.305,0.366
1667849066036,2022-11-07T20.24.26.036,57.556,-0.183,0.244,0.366
1667849066057,2022-11-07T20.24.26.057,57.577,-0.244,0.305,0.366
1667849066076,2022-11-07T20.24.26.076,57.596,-0.183,0.305,0.366
1667849066097,2022-11-07T20.24.26.097,57.617,-0.305,0.244,0.366
1667849066116,2022-11-07T20.24.26.116,57.636,-0.244,0.305,0.366
1667849066136,2022-11-07T20.24.26.136,57.656,-0.183,0.305,0.366
1667849066157,2022-11-07T20.24.26.157,57.677,-0.244,0.305,0.366
1667849066176,2022-11-07T20.24.26.176,57.696,-0.244,0.244,0.366
1667849066196,2022-11-07T20.24.26.196,57.716,-0.305,0.305,0.305
1667849066215,2022-11-07T20.24.26.215,57.735,-0.244,0.305,0.305
1667849066236,2022-11-07T20.24.26.236,57.756,-0.305,0.305,0.366
1667849066255,2022-11-07T20.24.26.255,57.775,-0.244,0.305,0.366
1667849066275,2022-11-07T20.24.26.275,57.795,-0.183,0.305,0.366
1667849066294,2022-11-07T20.24.26.294,57.814,-0.244,0.244,0.427
1667849066315,2022-11-07T20.24.26.315,57.835,-0.305,0.244,0.366
1667849066335,2022-11-07T20.24.26.335,57.855,-0.244,0.244,0.366
1667849066354,2022-11-07T20.24.26.354,57.874,-0.183,0.305,0.366
1667849066375,2022-11-07T20.24.26.375,57.895,-0.183,0.244,0.366
1667849066394,2022-11-07T20.24.26.394,57.914,-0.244,0.305,0.305
1667849066414,2022-11-07T20.24.26.414,57.934,-0.244,0.305,0.366
1667849066433,2022-11-07T20.24.26.433,57.953,-0.183,0.305,0.305
1667849066454,2022-11-07T20.24.26.454,57.974,-0.183,0.305,0.366
1667849066473,2022-11-07T20.24.26.473,57.993,-0.244,0.244,0.305
1667849066494,2022-11-07T20.24.26.494,58.014,-0.244,0.244,0.305
1667849066514,2022-11-07T20.24.26.514,58.034,-0.244,0.244,0.366
1667849066533,2022-11-07T20.24.26.533,58.053,-0.244,0.244,0.366
1667849066554,2022-11-07T20.24.26.554,58.074,-0.183,0.305,0.305
1667849066573,2022-11-07T20.24.26.573,58.093,-0.244,0.305,0.366
1667849066593,2022-11-07T20.24.26.593,58.113,-0.244,0.305,0.305
1667849066612,2022-11-07T20.24.26.612,58.132,-0.244,0.305,0.305
1667849066633,2022-11-07T20.24.26.633,58.153,-0.305,0.305,0.305
1667849066652,2022-11-07T20.24.26.652,58.172,-0.244,0.305,0.366
1667849066672,2022-11-07T20.24.26.672,58.192,-0.305,0.305,0.305
1667849066693,2022-11-07T20.24.26.693,58.213,-0.244,0.305,0.366
1667849066712,2022-11-07T20.24.26.712,58.232,-0.183,0.305,0.366
1667849066732,2022-11-07T20.24.26.732,58.252,-0.244,0.305,0.366
1667849066751,2022-11-07T20.24.26.751,58.271,-0.183,0.305,0.366
1667849066772,2022-11-07T20.24.26.772,58.292,-0.244,0.305,0.366
1667849066791,2022-11-07T20.24.26.791,58.311,-0.366,0.305,0.366
1667849066811,2022-11-07T20.24.26.811,58.331,-0.305,0.305,0.305
1667849066830,2022-11-07T20.24.26.830,58.350,-0.183,0.305,0.305
1667849066851,2022-11-07T20.24.26.851,58.371,-0.244,0.305,0.366
1667849066871,2022-11-07T20.24.26.871,58.391,-0.183,0.244,0.366
1667849066890,2022-11-07T20.24.26.890,58.410,-0.244,0.244,0.366
1667849066911,2022-11-07T20.24.26.911,58.431,-0.244,0.183,0.305
1667849066930,2022-11-07T20.24.26.930,58.450,-0.244,0.305,0.366
1667849066951,2022-11-07T20.24.26.951,58.471,-0.305,0.366,0.366
1667849066970,2022-11-07T20.24.26.970,58.490,-0.305,0.305,0.305
1667849066990,2022-11-07T20.24.26.990,58.510,-0.183,0.244,0.366
1667849067009,2022-11-07T20.24.27.009,58.529,-0.244,0.244,0.366
1667849067030,2022-11-07T20.24.27.030,58.550,-0.305,0.244,0.366
1667849067050,2022-11-07T20.24.27.050,58.570,-0.244,0.305,0.366
1667849067069,2022-11-07T20.24.27.069,58.589,-0.305,0.305,0.366
1667849067090,2022-11-07T20.24.27.090,58.610,-0.244,0.305,0.366
1667849067109,2022-11-07T20.24.27.109,58.629,-0.305,0.305,0.366
1667849067129,2022-11-07T20.24.27.129,58.649,-0.305,0.244,0.305
1667849067148,2022-11-07T20.24.27.148,58.668,-0.244,0.305,0.366
1667849067169,2022-11-07T20.24.27.169,58.689,-0.244,0.244,0.366
1667849067188,2022-11-07T20.24.27.188,58.708,-0.305,0.305,0.366
1667849067208,2022-11-07T20.24.27.208,58.728,-0.244,0.244,0.366
1667849067229,2022-11-07T20.24.27.229,58.749,-0.244,0.305,0.244
1667849067248,2022-11-07T20.24.27.248,58.768,-0.244,0.305,0.305
1667849067268,2022-11-07T20.24.27.268,58.788,-0.244,0.305,0.366
1667849067287,2022-11-07T20.24.27.287,58.807,-0.244,0.305,0.427
1667849067308,2022-11-07T20.24.27.308,58.828,-0.244,0.305,0.366
1667849067327,2022-11-07T20.24.27.327,58.847,-0.244,0.305,0.366
1667849067348,2022-11-07T20.24.27.348,58.868,-0.305,0.305,0.366
1667849067367,2022-11-07T20.24.27.367,58.887,-0.305,0.305,0.305
1667849067387,2022-11-07T20.24.27.387,58.907,-0.244,0.244,0.366
1667849067408,2022-11-07T20.24.27.408,58.928,-0.244,0.305,0.366
1667849067427,2022-11-07T20.24.27.427,58.947,-0.244,0.244,0.366
1667849067447,2022-11-07T20.24.27.447,58.967,-0.244,0.244,0.366
1667849067466,2022-11-07T20.24.27.466,58.986,-0.244,0.305,0.305
1667849067487,2022-11-07T20.24.27.487,59.007,-0.305,0.244,0.366
1667849067506,2022-11-07T20.24.27.506,59.026,-0.305,0.305,0.366
1667849067526,2022-11-07T20.24.27.526,59.046,-0.244,0.305,0.427
1667849067545,2022-11-07T20.24.27.545,59.065,-0.244,0.244,0.366
1667849067566,2022-11-07T20.24.27.566,59.086,-0.244,0.305,0.366
1667849067586,2022-11-07T20.24.27.586,59.106,-0.244,0.305,0.366
1667849067605,2022-11-07T20.24.27.605,59.125,-0.244,0.244,0.366
1667849067626,2022-11-07T20.24.27.626,59.146,-0.183,0.305,0.366
1667849067645,2022-11-07T20.24.27.645,59.165,-0.244,0.244,0.427
1667849067665,2022-11-07T20.24.27.665,59.185,-0.244,0.244,0.366
1667849067684,2022-11-07T20.24.27.684,59.204,-0.183,0.305,0.305
1667849067705,2022-11-07T20.24.27.705,59.225,-0.244,0.305,0.305
1667849067724,2022-11-07T20.24.27.724,59.244,-0.244,0.305,0.305
1667849067744,2022-11-07T20.24.27.744,59.264,-0.244,0.305,0.366
1667849067765,2022-11-07T20.24.27.765,59.285,-0.244,0.244,0.366
1667849067784,2022-11-07T20.24.27.784,59.304,-0.244,0.244,0.366
1667849067805,2022-11-07T20.24.27.805,59.325,-0.305,0.244,0.366
1667849067824,2022-11-07T20.24.27.824,59.344,-0.244,0.305,0.488
1667849067844,2022-11-07T20.24.27.844,59.364,-0.244,0.244,0.366
1667849067863,2022-11-07T20.24.27.863,59.383,-0.244,0.366,0.305
1667849067884,2022-11-07T20.24.27.884,59.404,-0.244,0.305,0.366
1667849067903,2022-11-07T20.24.27.903,59.423,-0.244,0.305,0.427
1667849067923,2022-11-07T20.24.27.923,59.443,-0.305,0.244,0.427
1667849067944,2022-11-07T20.24.27.944,59.464,-0.244,0.305,0.305
1667849067963,2022-11-07T20.24.27.963,59.483,-0.244,0.305,0.366
1667849067983,2022-11-07T20.24.27.983,59.503,-0.244,0.305,0.366
1667849068002,2022-11-07T20.24.28.002,59.522,-0.183,0.305,0.366
1667849068023,2022-11-07T20.24.28.023,59.543,-0.244,0.305,0.427
1667849068042,2022-11-07T20.24.28.042,59.562,-0.244,0.244,0.305
1667849068062,2022-11-07T20.24.28.062,59.582,-0.244,0.244,0.366
1667849068081,2022-11-07T20.24.28.081,59.601,-0.244,0.305,0.366
1667849068102,2022-11-07T20.24.28.102,59.622,-0.244,0.305,0.366
1667849068122,2022-11-07T20.24.28.122,59.642,-0.244,0.244,0.305
1667849068141,2022-11-07T20.24.28.141,59.661,-0.244,0.244,0.305
1667849068162,2022-11-07T20.24.28.162,59.682,-0.305,0.305,0.366
1667849068181,2022-11-07T20.24.28.181,59.701,-0.183,0.305,0.427
1667849068202,2022-11-07T20.24.28.202,59.722,-0.183,0.305,0.305
1667849068221,2022-11-07T20.24.28.221,59.741,-0.244,0.244,0.305
1667849068241,2022-11-07T20.24.28.241,59.761,-0.183,0.244,0.305
1667849068260,2022-11-07T20.24.28.260,59.780,-0.183,0.366,0.244
1667849068281,2022-11-07T20.24.28.281,59.801,-0.244,0.305,0.305
1667849068301,2022-11-07T20.24.28.301,59.821,-0.183,0.244,0.366
1667849068320,2022-11-07T20.24.28.320,59.840,-0.183,0.244,0.427
1667849068341,2022-11-07T20.24.28.341,59.861,-0.244,0.366,0.366
1667849068360,2022-11-07T20.24.28.360,59.880,-0.244,0.305,0.366
1667849068380,2022-11-07T20.24.28.380,59.900,-0.244,0.305,0.305
1667849068399,2022-11-07T20.24.28.399,59.919,-0.305,0.305,0.366
1667849068420,2022-11-07T20.24.28.420,59.940,-0.305,0.244,0.305
1667849068439,2022-11-07T20.24.28.439,59.959,-0.183,0.244,0.305
1667849068459,2022-11-07T20.24.28.459,59.979,-0.183,0.305,0.366
1667849068480,2022-11-07T20.24.28.480,60.000,-0.305,0.366,0.366
1667849068499,2022-11-07T20.24.28.499,60.019,-0.244,0.305,0.305
1667849068519,2022-11-07T20.24.28.519,60.039,-0.244,0.244,0.366
1667849068538,2022-11-07T20.24.28.538,60.058,-0.366,0.244,0.305
1667849068559,2022-11-07T20.24.28.559,60.079,-0.305,0.244,0.366
1667849068578,2022-11-07T20.24.28.578,60.098,-0.244,0.305,0.366
1667849068598,2022-11-07T20.24.28.598,60.118,-0.305,0.366,0.305
1667849068618,2022-11-07T20.24.28.618,60.138,-0.244,0.366,0.366
1667849068638,2022-11-07T20.24.28.638,60.158,-0.244,0.244,0.305
1667849068659,2022-11-07T20.24.28.659,60.179,-0.244,0.244,0.305
1667849068678,2022-11-07T20.24.28.678,60.198,-0.305,0.305,0.427
1667849068698,2022-11-07T20.24.28.698,60.218,-0.244,0.244,0.366
1667849068717,2022-11-07T20.24.28.717,60.237,-0.244,0.305,0.366
1667849068738,2022-11-07T20.24.28.738,60.258,-0.183,0.305,0.366
1667849068757,2022-11-07T20.24.28.757,60.277,-0.305,0.244,0.366
1667849068777,2022-11-07T20.24.28.777,60.297,-0.305,0.244,0.366
1667849068796,2022-11-07T20.24.28.796,60.316,-0.305,0.305,0.427
1667849068817,2022-11-07T20.24.28.817,60.337,-0.305,0.305,0.305
1667849068837,2022-11-07T20.24.28.837,60.357,-0.183,0.244,0.305
1667849068856,2022-11-07T20.24.28.856,60.376,-0.244,0.305,0.366
1667849068877,2022-11-07T20.24.28.877,60.397,-0.244,0.366,0.366
1667849068896,2022-11-07T20.24.28.896,60.416,-0.244,0.305,0.366
1667849068916,2022-11-07T20.24.28.916,60.436,-0.183,0.244,0.366
1667849068935,2022-11-07T20.24.28.935,60.455,-0.183,0.305,0.366
1667849068956,2022-11-07T20.24.28.956,60.476,-0.183,0.244,0.366
1667849068975,2022-11-07T20.24.28.975,60.495,-0.244,0.305,0.366
1667849068995,2022-11-07T20.24.28.995,60.515,-0.366,0.244,0.366
1667849069016,2022-11-07T20.24.29.016,60.536,-0.305,0.244,0.305
1667849069035,2022-11-07T20.24.29.035,60.555,-0.244,0.305,0.366
1667849069056,2022-11-07T20.24.29.056,60.576,-0.366,0.305,0.366
1667849069075,2022-11-07T20.24.29.075,60.595,-0.244,0.305,0.305
1667849069095,2022-11-07T20.24.29.095,60.615,-0.244,0.305,0.366
1667849069114,2022-11-07T20.24.29.114,60.634,-0.244,0.305,0.366
1667849069135,2022-11-07T20.24.29.135,60.655,-0.244,0.244,0.366
1667849069154,2022-11-07T20.24.29.154,60.674,-0.244,0.244,0.366
1667849069174,2022-11-07T20.24.29.174,60.694,-0.244,0.244,0.305
1667849069195,2022-11-07T20.24.29.195,60.715,-0.183,0.305,0.366
1667849069214,2022-11-07T20.24.29.214,60.734,-0.244,0.305,0.366
1667849069234,2022-11-07T20.24.29.234,60.754,-0.183,0.305,0.427
1667849069253,2022-11-07T20.24.29.253,60.773,-0.244,0.305,0.305
1667849069274,2022-11-07T20.24.29.274,60.794,-0.305,0.305,0.366
1667849069293,2022-11-07T20.24.29.293,60.813,-0.244,0.305,0.427
1667849069313,2022-11-07T20.24.29.313,60.833,-0.244,0.305,0.305
1667849069332,2022-11-07T20.24.29.332,60.852,-0.183,0.305,0.366
1667849069353,2022-11-07T20.24.29.353,60.873,-0.183,0.244,0.427
1667849069373,2022-11-07T20.24.29.373,60.893,-0.244,0.305,0.305
1667849069392,2022-11-07T20.24.29.392,60.912,-0.305,0.305,0.366
1667849069413,2022-11-07T20.24.29.413,60.933,-0.305,0.305,0.366
1667849069432,2022-11-07T20.24.29.432,60.952,-0.244,0.244,0.305
